trans_id	gene_id
Nippo_chrIV.g9510.t8	Nippo_chrIV.g9510
Nippo_chrIV.g9510.t1	Nippo_chrIV.g9510
Nippo_chrIV.g9510.t2	Nippo_chrIV.g9510
Nippo_chrIV.g9510.t3	Nippo_chrIV.g9510
Nippo_chrIV.g9510.t4	Nippo_chrIV.g9510
Nippo_chrIV.g9510.t5	Nippo_chrIV.g9510
Nippo_chrIV.g9511.t1	Nippo_chrIV.g9511
Nippo_chrIV.g9511.t2	Nippo_chrIV.g9511
Nippo_chrIV.g9512.t1	Nippo_chrIV.g9512
Nippo_chrIV.g9513.t1	Nippo_chrIV.g9513
Nippo_chrIV.g9513.t2	Nippo_chrIV.g9513
Nippo_chrIV.g9513.t3	Nippo_chrIV.g9513
Nippo_chrIV.g9514.t1	Nippo_chrIV.g9514
Nippo_chrIV.g9515.t1	Nippo_chrIV.g9515
Nippo_chrIV.g9515.t2	Nippo_chrIV.g9515
Nippo_chrIV.g9516.t1	Nippo_chrIV.g9516
Nippo_chrIV.g9516.t2	Nippo_chrIV.g9516
Nippo_chrIV.g9517.t2	Nippo_chrIV.g9517
Nippo_chrIV.g9517.t1	Nippo_chrIV.g9517
Nippo_chrIV.g9518.t1	Nippo_chrIV.g9518
Nippo_chrIV.g9518.t2	Nippo_chrIV.g9518
Nippo_chrIV.g9518.t3	Nippo_chrIV.g9518
Nippo_chrIV.g9519.t1	Nippo_chrIV.g9519
Nippo_chrIV.g9519.t2	Nippo_chrIV.g9519
Nippo_chrIV.g9520.t1	Nippo_chrIV.g9520
Nippo_chrIV.g9521.t1	Nippo_chrIV.g9521
Nippo_chrIV.g9521.t2	Nippo_chrIV.g9521
Nippo_chrIV.g9522.t2	Nippo_chrIV.g9522
Nippo_chrIV.g9522.t1	Nippo_chrIV.g9522
Nippo_chrIV.g9523.t1	Nippo_chrIV.g9523
Nippo_chrIV.g9524.t2	Nippo_chrIV.g9524
Nippo_chrIV.g9524.t1	Nippo_chrIV.g9524
Nippo_chrIV.g9525.t1	Nippo_chrIV.g9525
Nippo_chrIV.g9525.t2	Nippo_chrIV.g9525
Nippo_chrIV.g9525.t3	Nippo_chrIV.g9525
Nippo_chrIV.g9526.t1	Nippo_chrIV.g9526
Nippo_chrIV.g9526.t3	Nippo_chrIV.g9526
Nippo_chrIV.g9526.t2	Nippo_chrIV.g9526
Nippo_chrIV.g9527.t1	Nippo_chrIV.g9527
Nippo_chrIV.g9527.t2	Nippo_chrIV.g9527
Nippo_chrIV.g9528.t1	Nippo_chrIV.g9528
Nippo_chrIV.g9529.t1	Nippo_chrIV.g9529
Nippo_chrIV.g9530.t1	Nippo_chrIV.g9530
Nippo_chrIV.g9531.t1	Nippo_chrIV.g9531
Nippo_chrIV.g9532.t1	Nippo_chrIV.g9532
Nippo_chrIV.g9533.t1	Nippo_chrIV.g9533
Nippo_chrIV.g9534.t1	Nippo_chrIV.g9534
Nippo_chrIV.g9535.t1	Nippo_chrIV.g9535
Nippo_chrIV.g9535.t2	Nippo_chrIV.g9535
Nippo_chrIV.g9536.t1	Nippo_chrIV.g9536
Nippo_chrIV.g9537.t2	Nippo_chrIV.g9537
Nippo_chrIV.g9537.t1	Nippo_chrIV.g9537
Nippo_chrIV.g9538.t1	Nippo_chrIV.g9538
Nippo_chrIV.g9539.t1	Nippo_chrIV.g9539
Nippo_chrIV.g9540.t1	Nippo_chrIV.g9540
Nippo_chrIV.g9541.t1	Nippo_chrIV.g9541
Nippo_chrIV.g9541.t2	Nippo_chrIV.g9541
Nippo_chrIV.g9542.t2	Nippo_chrIV.g9542
Nippo_chrIV.g9542.t1	Nippo_chrIV.g9542
Nippo_chrIV.g9543.t1	Nippo_chrIV.g9543
Nippo_chrIV.g9544.t2	Nippo_chrIV.g9544
Nippo_chrIV.g9544.t1	Nippo_chrIV.g9544
Nippo_chrIV.g9545.t1	Nippo_chrIV.g9545
Nippo_chrIV.g9546.t1	Nippo_chrIV.g9546
Nippo_chrIV.g9547.t1	Nippo_chrIV.g9547
Nippo_chrIV.g9548.t2	Nippo_chrIV.g9548
Nippo_chrIV.g9548.t1	Nippo_chrIV.g9548
Nippo_chrIV.g9549.t1	Nippo_chrIV.g9549
Nippo_chrIV.g9550.t1	Nippo_chrIV.g9550
Nippo_chrIV.g9550.t2	Nippo_chrIV.g9550
Nippo_chrIV.g9551.t1	Nippo_chrIV.g9551
Nippo_chrIV.g9551.t2	Nippo_chrIV.g9551
Nippo_chrIV.g9551.t3	Nippo_chrIV.g9551
Nippo_chrIV.g9552.t1	Nippo_chrIV.g9552
Nippo_chrIV.g9553.t1	Nippo_chrIV.g9553
Nippo_chrIV.g9554.t2	Nippo_chrIV.g9554
Nippo_chrIV.g9554.t1	Nippo_chrIV.g9554
Nippo_chrIV.g9555.t5	Nippo_chrIV.g9555
Nippo_chrIV.g9555.t2	Nippo_chrIV.g9555
Nippo_chrIV.g9556.t1	Nippo_chrIV.g9556
Nippo_chrIV.g9556.t2	Nippo_chrIV.g9556
Nippo_chrIV.g9555.t1	Nippo_chrIV.g9555
Nippo_chrIV.g9555.t4	Nippo_chrIV.g9555
Nippo_chrIV.g9555.t3	Nippo_chrIV.g9555
Nippo_chrIV.g9557.t1	Nippo_chrIV.g9557
Nippo_chrIV.g9557.t2	Nippo_chrIV.g9557
Nippo_chrIV.g9557.t3	Nippo_chrIV.g9557
Nippo_chrIV.g9558.t2	Nippo_chrIV.g9558
Nippo_chrIV.g9558.t1	Nippo_chrIV.g9558
Nippo_chrIV.g9558.t3	Nippo_chrIV.g9558
Nippo_chrIV.g9559.t2	Nippo_chrIV.g9559
Nippo_chrIV.g9559.t1	Nippo_chrIV.g9559
Nippo_chrIV.g9560.t1	Nippo_chrIV.g9560
Nippo_chrIV.g9561.t1	Nippo_chrIV.g9561
Nippo_chrIV.g9562.t1	Nippo_chrIV.g9562
Nippo_chrIV.g9563.t2	Nippo_chrIV.g9563
Nippo_chrIV.g9563.t1	Nippo_chrIV.g9563
Nippo_chrIV.g9563.t3	Nippo_chrIV.g9563
Nippo_chrIV.g9564.t1	Nippo_chrIV.g9564
Nippo_chrIV.g9565.t1	Nippo_chrIV.g9565
Nippo_chrIV.g9566.t1	Nippo_chrIV.g9566
Nippo_chrIV.g9566.t2	Nippo_chrIV.g9566
Nippo_chrIV.g9567.t2	Nippo_chrIV.g9567
Nippo_chrIV.g9567.t1	Nippo_chrIV.g9567
Nippo_chrIV.g9568.t1	Nippo_chrIV.g9568
Nippo_chrIV.g9568.t2	Nippo_chrIV.g9568
Nippo_chrIV.g9569.t2	Nippo_chrIV.g9569
Nippo_chrIV.g9569.t1	Nippo_chrIV.g9569
Nippo_chrIV.g9570.t1	Nippo_chrIV.g9570
Nippo_chrIV.g9571.t1	Nippo_chrIV.g9571
Nippo_chrIV.g9571.t2	Nippo_chrIV.g9571
Nippo_chrIV.g9572.t2	Nippo_chrIV.g9572
Nippo_chrIV.g9572.t1	Nippo_chrIV.g9572
Nippo_chrIV.g9572.t3	Nippo_chrIV.g9572
Nippo_chrIV.g9573.t1	Nippo_chrIV.g9573
Nippo_chrIV.g9573.t3	Nippo_chrIV.g9573
Nippo_chrIV.g9573.t2	Nippo_chrIV.g9573
Nippo_chrIV.g9574.t1	Nippo_chrIV.g9574
Nippo_chrIV.g9575.t1	Nippo_chrIV.g9575
Nippo_chrIV.g9576.t1	Nippo_chrIV.g9576
Nippo_chrIV.g9576.t2	Nippo_chrIV.g9576
Nippo_chrIV.g9576.t3	Nippo_chrIV.g9576
Nippo_chrIV.g9577.t2	Nippo_chrIV.g9577
Nippo_chrIV.g9577.t1	Nippo_chrIV.g9577
Nippo_chrIV.g9577.t3	Nippo_chrIV.g9577
Nippo_chrIV.g9578.t2	Nippo_chrIV.g9578
Nippo_chrIV.g9578.t1	Nippo_chrIV.g9578
Nippo_chrIV.g9579.t2	Nippo_chrIV.g9579
Nippo_chrIV.g9579.t1	Nippo_chrIV.g9579
Nippo_chrIV.g9579.t3	Nippo_chrIV.g9579
Nippo_chrIV.g9580.t1	Nippo_chrIV.g9580
Nippo_chrIV.g9581.t1	Nippo_chrIV.g9581
Nippo_chrIV.g9581.t2	Nippo_chrIV.g9581
Nippo_chrIV.g9581.t3	Nippo_chrIV.g9581
Nippo_chrIV.g9582.t1	Nippo_chrIV.g9582
Nippo_chrIV.g9583.t1	Nippo_chrIV.g9583
Nippo_chrIV.g9584.t1	Nippo_chrIV.g9584
Nippo_chrIV.g9585.t1	Nippo_chrIV.g9585
Nippo_chrIV.g9586.t2	Nippo_chrIV.g9586
Nippo_chrIV.g9586.t1	Nippo_chrIV.g9586
Nippo_chrIV.g9587.t1	Nippo_chrIV.g9587
Nippo_chrIV.g9587.t2	Nippo_chrIV.g9587
Nippo_chrIV.g9588.t1	Nippo_chrIV.g9588
Nippo_chrIV.g9589.t1	Nippo_chrIV.g9589
Nippo_chrIV.g9590.t1	Nippo_chrIV.g9590
Nippo_chrIV.g9591.t2	Nippo_chrIV.g9591
Nippo_chrIV.g9591.t1	Nippo_chrIV.g9591
Nippo_chrIV.g9592.t1	Nippo_chrIV.g9592
Nippo_chrIV.g9593.t1	Nippo_chrIV.g9593
Nippo_chrIV.g9594.t2	Nippo_chrIV.g9594
Nippo_chrIV.g9594.t1	Nippo_chrIV.g9594
Nippo_chrIV.g9594.t3	Nippo_chrIV.g9594
Nippo_chrIV.g9595.t1	Nippo_chrIV.g9595
Nippo_chrIV.g9595.t2	Nippo_chrIV.g9595
Nippo_chrIV.g9596.t1	Nippo_chrIV.g9596
Nippo_chrIV.g9597.t2	Nippo_chrIV.g9597
Nippo_chrIV.g9597.t1	Nippo_chrIV.g9597
Nippo_chrIV.g9598.t1	Nippo_chrIV.g9598
Nippo_chrIV.g9599.t1	Nippo_chrIV.g9599
Nippo_chrIV.g9600.t1	Nippo_chrIV.g9600
Nippo_chrIV.g9601.t1	Nippo_chrIV.g9601
Nippo_chrIV.g9602.t1	Nippo_chrIV.g9602
Nippo_chrIV.g9603.t9	Nippo_chrIV.g9603
Nippo_chrIV.g9603.t2	Nippo_chrIV.g9603
Nippo_chrIV.g9603.t3	Nippo_chrIV.g9603
Nippo_chrIV.g9603.t4	Nippo_chrIV.g9603
Nippo_chrIV.g9603.t5	Nippo_chrIV.g9603
Nippo_chrIV.g9603.t6	Nippo_chrIV.g9603
Nippo_chrIV.g9603.t7	Nippo_chrIV.g9603
Nippo_chrIV.g9603.t8	Nippo_chrIV.g9603
Nippo_chrIV.g9603.t1	Nippo_chrIV.g9603
Nippo_chrIV.g9604.t1	Nippo_chrIV.g9604
Nippo_chrIV.g9605.t1	Nippo_chrIV.g9605
Nippo_chrIV.g9605.t2	Nippo_chrIV.g9605
Nippo_chrIV.g9606.t1	Nippo_chrIV.g9606
Nippo_chrIV.g9607.t1	Nippo_chrIV.g9607
Nippo_chrIV.g9608.t1	Nippo_chrIV.g9608
Nippo_chrIV.g9609.t1	Nippo_chrIV.g9609
Nippo_chrIV.g9609.t2	Nippo_chrIV.g9609
Nippo_chrIV.g9610.t1	Nippo_chrIV.g9610
Nippo_chrIV.g9610.t3	Nippo_chrIV.g9610
Nippo_chrIV.g9610.t2	Nippo_chrIV.g9610
Nippo_chrIV.g9611.t1	Nippo_chrIV.g9611
Nippo_chrIV.g9610.t4	Nippo_chrIV.g9610
Nippo_chrIV.g9612.t1	Nippo_chrIV.g9612
Nippo_chrIV.g9613.t1	Nippo_chrIV.g9613
Nippo_chrIV.g9613.t2	Nippo_chrIV.g9613
Nippo_chrIV.g9614.t1	Nippo_chrIV.g9614
Nippo_chrIV.g9614.t2	Nippo_chrIV.g9614
Nippo_chrIV.g9615.t1	Nippo_chrIV.g9615
Nippo_chrIV.g9616.t1	Nippo_chrIV.g9616
Nippo_chrIV.g9617.t1	Nippo_chrIV.g9617
Nippo_chrIV.g9618.t1	Nippo_chrIV.g9618
Nippo_chrIV.g9619.t1	Nippo_chrIV.g9619
Nippo_chrIV.g9620.t1	Nippo_chrIV.g9620
Nippo_chrIV.g9621.t1	Nippo_chrIV.g9621
Nippo_chrIV.g9621.t2	Nippo_chrIV.g9621
Nippo_chrIV.g9622.t2	Nippo_chrIV.g9622
Nippo_chrIV.g9622.t1	Nippo_chrIV.g9622
Nippo_chrIV.g9623.t1	Nippo_chrIV.g9623
Nippo_chrIV.g9624.t2	Nippo_chrIV.g9624
Nippo_chrIV.g9624.t1	Nippo_chrIV.g9624
Nippo_chrIV.g9625.t1	Nippo_chrIV.g9625
Nippo_chrIV.g9623.t2	Nippo_chrIV.g9623
Nippo_chrIV.g9626.t1	Nippo_chrIV.g9626
Nippo_chrIV.g9627.t1	Nippo_chrIV.g9627
Nippo_chrIV.g9627.t2	Nippo_chrIV.g9627
Nippo_chrIV.g9627.t3	Nippo_chrIV.g9627
Nippo_chrIV.g9627.t4	Nippo_chrIV.g9627
Nippo_chrIV.g9628.t2	Nippo_chrIV.g9628
Nippo_chrIV.g9628.t1	Nippo_chrIV.g9628
Nippo_chrIV.g9629.t1	Nippo_chrIV.g9629
Nippo_chrIV.g9630.t2	Nippo_chrIV.g9630
Nippo_chrIV.g9630.t1	Nippo_chrIV.g9630
Nippo_chrIV.g9631.t1	Nippo_chrIV.g9631
Nippo_chrIV.g9632.t1	Nippo_chrIV.g9632
Nippo_chrIV.g9633.t1	Nippo_chrIV.g9633
Nippo_chrIV.g9634.t1	Nippo_chrIV.g9634
Nippo_chrIV.g9634.t2	Nippo_chrIV.g9634
Nippo_chrIV.g9634.t3	Nippo_chrIV.g9634
Nippo_chrIV.g9635.t1	Nippo_chrIV.g9635
Nippo_chrIV.g9636.t1	Nippo_chrIV.g9636
Nippo_chrIV.g9637.t1	Nippo_chrIV.g9637
Nippo_chrIV.g9638.t1	Nippo_chrIV.g9638
Nippo_chrIV.g9639.t1	Nippo_chrIV.g9639
Nippo_chrIV.g9640.t1	Nippo_chrIV.g9640
Nippo_chrIV.g9641.t1	Nippo_chrIV.g9641
Nippo_chrIV.g9642.t1	Nippo_chrIV.g9642
Nippo_chrIV.g9643.t1	Nippo_chrIV.g9643
Nippo_chrIV.g9644.t1	Nippo_chrIV.g9644
Nippo_chrIV.g9645.t1	Nippo_chrIV.g9645
Nippo_chrIV.g9646.t1	Nippo_chrIV.g9646
Nippo_chrIV.g9647.t1	Nippo_chrIV.g9647
Nippo_chrIV.g9647.t2	Nippo_chrIV.g9647
Nippo_chrIV.g9648.t1	Nippo_chrIV.g9648
Nippo_chrIV.g9648.t2	Nippo_chrIV.g9648
Nippo_chrIV.g9649.t1	Nippo_chrIV.g9649
Nippo_chrIV.g9649.t2	Nippo_chrIV.g9649
Nippo_chrIV.g9650.t1	Nippo_chrIV.g9650
Nippo_chrIV.g9651.t1	Nippo_chrIV.g9651
Nippo_chrIV.g9652.t1	Nippo_chrIV.g9652
Nippo_chrIV.g9652.t2	Nippo_chrIV.g9652
Nippo_chrIV.g9653.t1	Nippo_chrIV.g9653
Nippo_chrIV.g9654.t2	Nippo_chrIV.g9654
Nippo_chrIV.g9654.t1	Nippo_chrIV.g9654
Nippo_chrIV.g9655.t1	Nippo_chrIV.g9655
Nippo_chrIV.g9656.t1	Nippo_chrIV.g9656
Nippo_chrIV.g9657.t1	Nippo_chrIV.g9657
Nippo_chrIV.g9658.t2	Nippo_chrIV.g9658
Nippo_chrIV.g9658.t3	Nippo_chrIV.g9658
Nippo_chrIV.g9658.t1	Nippo_chrIV.g9658
Nippo_chrIV.g9659.t1	Nippo_chrIV.g9659
Nippo_chrIV.g9659.t2	Nippo_chrIV.g9659
Nippo_chrIV.g9659.t3	Nippo_chrIV.g9659
Nippo_chrIV.g9660.t3	Nippo_chrIV.g9660
Nippo_chrIV.g9660.t2	Nippo_chrIV.g9660
Nippo_chrIV.g9660.t1	Nippo_chrIV.g9660
Nippo_chrIV.g9661.t2	Nippo_chrIV.g9661
Nippo_chrIV.g9661.t1	Nippo_chrIV.g9661
Nippo_chrIV.g9661.t3	Nippo_chrIV.g9661
Nippo_chrIV.g9662.t1	Nippo_chrIV.g9662
Nippo_chrIV.g9663.t3	Nippo_chrIV.g9663
Nippo_chrIV.g9663.t1	Nippo_chrIV.g9663
Nippo_chrIV.g9663.t2	Nippo_chrIV.g9663
Nippo_chrIV.g9664.t4	Nippo_chrIV.g9664
Nippo_chrIV.g9664.t2	Nippo_chrIV.g9664
Nippo_chrIV.g9664.t3	Nippo_chrIV.g9664
Nippo_chrIV.g9664.t1	Nippo_chrIV.g9664
Nippo_chrIV.g9665.t1	Nippo_chrIV.g9665
Nippo_chrIV.g9666.t1	Nippo_chrIV.g9666
Nippo_chrIV.g9667.t1	Nippo_chrIV.g9667
Nippo_chrIV.g9668.t1	Nippo_chrIV.g9668
Nippo_chrIV.g9668.t2	Nippo_chrIV.g9668
Nippo_chrIV.g9669.t1	Nippo_chrIV.g9669
Nippo_chrIV.g9669.t3	Nippo_chrIV.g9669
Nippo_chrIV.g9670.t1	Nippo_chrIV.g9670
Nippo_chrIV.g9670.t2	Nippo_chrIV.g9670
Nippo_chrIV.g9670.t3	Nippo_chrIV.g9670
Nippo_chrIV.g9669.t2	Nippo_chrIV.g9669
Nippo_chrIV.g9671.t1	Nippo_chrIV.g9671
Nippo_chrIV.g9672.t1	Nippo_chrIV.g9672
Nippo_chrIV.g9673.t1	Nippo_chrIV.g9673
Nippo_chrIV.g9673.t2	Nippo_chrIV.g9673
Nippo_chrIV.g9674.t1	Nippo_chrIV.g9674
Nippo_chrIV.g9674.t2	Nippo_chrIV.g9674
Nippo_chrIV.g9674.t3	Nippo_chrIV.g9674
Nippo_chrIV.g9675.t1	Nippo_chrIV.g9675
Nippo_chrIV.g9676.t1	Nippo_chrIV.g9676
Nippo_chrIV.g9676.t2	Nippo_chrIV.g9676
Nippo_chrIV.g9677.t1	Nippo_chrIV.g9677
Nippo_chrIV.g9677.t2	Nippo_chrIV.g9677
Nippo_chrIV.g9678.t2	Nippo_chrIV.g9678
Nippo_chrIV.g9678.t1	Nippo_chrIV.g9678
Nippo_chrIV.g9679.t1	Nippo_chrIV.g9679
Nippo_chrIV.g9680.t1	Nippo_chrIV.g9680
Nippo_chrIV.g9681.t1	Nippo_chrIV.g9681
Nippo_chrIV.g9681.t2	Nippo_chrIV.g9681
Nippo_chrIV.g9681.t3	Nippo_chrIV.g9681
Nippo_chrIV.g9682.t1	Nippo_chrIV.g9682
Nippo_chrIV.g9683.t3	Nippo_chrIV.g9683
Nippo_chrIV.g9683.t4	Nippo_chrIV.g9683
Nippo_chrIV.g9683.t1	Nippo_chrIV.g9683
Nippo_chrIV.g9683.t2	Nippo_chrIV.g9683
Nippo_chrIV.g9684.t1	Nippo_chrIV.g9684
Nippo_chrIV.g9685.t1	Nippo_chrIV.g9685
Nippo_chrIV.g9686.t1	Nippo_chrIV.g9686
Nippo_chrIV.g9687.t1	Nippo_chrIV.g9687
Nippo_chrIV.g9688.t2	Nippo_chrIV.g9688
Nippo_chrIV.g9688.t1	Nippo_chrIV.g9688
Nippo_chrIV.g9689.t1	Nippo_chrIV.g9689
Nippo_chrIV.g9688.t3	Nippo_chrIV.g9688
Nippo_chrIV.g9690.t1	Nippo_chrIV.g9690
Nippo_chrIV.g9691.t1	Nippo_chrIV.g9691
Nippo_chrIV.g9692.t4	Nippo_chrIV.g9692
Nippo_chrIV.g9692.t2	Nippo_chrIV.g9692
Nippo_chrIV.g9692.t1	Nippo_chrIV.g9692
Nippo_chrIV.g9693.t1	Nippo_chrIV.g9693
Nippo_chrIV.g9692.t3	Nippo_chrIV.g9692
Nippo_chrIV.g9694.t1	Nippo_chrIV.g9694
Nippo_chrIV.g9695.t2	Nippo_chrIV.g9695
Nippo_chrIV.g9695.t1	Nippo_chrIV.g9695
Nippo_chrIV.g9696.t1	Nippo_chrIV.g9696
Nippo_chrIV.g9697.t1	Nippo_chrIV.g9697
Nippo_chrIV.g9698.t1	Nippo_chrIV.g9698
Nippo_chrIV.g9699.t1	Nippo_chrIV.g9699
Nippo_chrIV.g9699.t2	Nippo_chrIV.g9699
Nippo_chrIV.g9700.t2	Nippo_chrIV.g9700
Nippo_chrIV.g9700.t1	Nippo_chrIV.g9700
Nippo_chrIV.g9701.t1	Nippo_chrIV.g9701
Nippo_chrIV.g9702.t2	Nippo_chrIV.g9702
Nippo_chrIV.g9702.t1	Nippo_chrIV.g9702
Nippo_chrIV.g9703.t2	Nippo_chrIV.g9703
Nippo_chrIV.g9703.t1	Nippo_chrIV.g9703
Nippo_chrIV.g9704.t2	Nippo_chrIV.g9704
Nippo_chrIV.g9704.t1	Nippo_chrIV.g9704
Nippo_chrIV.g9705.t1	Nippo_chrIV.g9705
Nippo_chrIV.g9705.t2	Nippo_chrIV.g9705
Nippo_chrIV.g9706.t1	Nippo_chrIV.g9706
Nippo_chrIV.g9707.t2	Nippo_chrIV.g9707
Nippo_chrIV.g9707.t1	Nippo_chrIV.g9707
Nippo_chrIV.g9708.t1	Nippo_chrIV.g9708
Nippo_chrIV.g9708.t2	Nippo_chrIV.g9708
Nippo_chrIV.g9709.t1	Nippo_chrIV.g9709
Nippo_chrIV.g9709.t2	Nippo_chrIV.g9709
Nippo_chrIV.g9709.t3	Nippo_chrIV.g9709
Nippo_chrIV.g9709.t4	Nippo_chrIV.g9709
Nippo_chrIV.g9709.t5	Nippo_chrIV.g9709
Nippo_chrIV.g9710.t2	Nippo_chrIV.g9710
Nippo_chrIV.g9710.t1	Nippo_chrIV.g9710
Nippo_chrIV.g9710.t3	Nippo_chrIV.g9710
Nippo_chrIV.g9711.t2	Nippo_chrIV.g9711
Nippo_chrIV.g9711.t1	Nippo_chrIV.g9711
Nippo_chrIV.g9712.t1	Nippo_chrIV.g9712
Nippo_chrIV.g9713.t2	Nippo_chrIV.g9713
Nippo_chrIV.g9713.t1	Nippo_chrIV.g9713
Nippo_chrIV.g9714.t1	Nippo_chrIV.g9714
Nippo_chrIV.g9715.t2	Nippo_chrIV.g9715
Nippo_chrIV.g9715.t1	Nippo_chrIV.g9715
Nippo_chrIV.g9716.t1	Nippo_chrIV.g9716
Nippo_chrIV.g9716.t2	Nippo_chrIV.g9716
Nippo_chrIV.g9717.t1	Nippo_chrIV.g9717
Nippo_chrIV.g9717.t2	Nippo_chrIV.g9717
Nippo_chrIV.g9718.t1	Nippo_chrIV.g9718
Nippo_chrIV.g9718.t2	Nippo_chrIV.g9718
Nippo_chrIV.g9719.t1	Nippo_chrIV.g9719
Nippo_chrIV.g9720.t1	Nippo_chrIV.g9720
Nippo_chrIV.g9721.t2	Nippo_chrIV.g9721
Nippo_chrIV.g9721.t1	Nippo_chrIV.g9721
Nippo_chrIV.g9722.t1	Nippo_chrIV.g9722
Nippo_chrIV.g9723.t2	Nippo_chrIV.g9723
Nippo_chrIV.g9723.t1	Nippo_chrIV.g9723
Nippo_chrIV.g9724.t1	Nippo_chrIV.g9724
Nippo_chrIV.g9725.t1	Nippo_chrIV.g9725
Nippo_chrIV.g9725.t2	Nippo_chrIV.g9725
Nippo_chrIV.g9725.t3	Nippo_chrIV.g9725
Nippo_chrIV.g9726.t1	Nippo_chrIV.g9726
Nippo_chrIV.g9727.t1	Nippo_chrIV.g9727
Nippo_chrIV.g9727.t2	Nippo_chrIV.g9727
Nippo_chrIV.g9727.t3	Nippo_chrIV.g9727
Nippo_chrIV.g9728.t2	Nippo_chrIV.g9728
Nippo_chrIV.g9728.t1	Nippo_chrIV.g9728
Nippo_chrIV.g9728.t3	Nippo_chrIV.g9728
Nippo_chrIV.g9729.t1	Nippo_chrIV.g9729
Nippo_chrIV.g9729.t2	Nippo_chrIV.g9729
Nippo_chrIV.g9730.t2	Nippo_chrIV.g9730
Nippo_chrIV.g9730.t1	Nippo_chrIV.g9730
Nippo_chrIV.g9731.t1	Nippo_chrIV.g9731
Nippo_chrIV.g9731.t2	Nippo_chrIV.g9731
Nippo_chrIV.g9732.t3	Nippo_chrIV.g9732
Nippo_chrIV.g9732.t2	Nippo_chrIV.g9732
Nippo_chrIV.g9732.t1	Nippo_chrIV.g9732
Nippo_chrIV.g9732.t4	Nippo_chrIV.g9732
Nippo_chrIV.g9733.t1	Nippo_chrIV.g9733
Nippo_chrIV.g9734.t1	Nippo_chrIV.g9734
Nippo_chrIV.g9735.t1	Nippo_chrIV.g9735
Nippo_chrIV.g9735.t2	Nippo_chrIV.g9735
Nippo_chrIV.g9735.t3	Nippo_chrIV.g9735
Nippo_chrIV.g9736.t1	Nippo_chrIV.g9736
Nippo_chrIV.g9736.t2	Nippo_chrIV.g9736
Nippo_chrIV.g9737.t1	Nippo_chrIV.g9737
Nippo_chrIV.g9737.t2	Nippo_chrIV.g9737
Nippo_chrIV.g9738.t1	Nippo_chrIV.g9738
Nippo_chrIV.g9739.t3	Nippo_chrIV.g9739
Nippo_chrIV.g9739.t1	Nippo_chrIV.g9739
Nippo_chrIV.g9739.t2	Nippo_chrIV.g9739
Nippo_chrIV.g9740.t1	Nippo_chrIV.g9740
Nippo_chrIV.g9741.t1	Nippo_chrIV.g9741
Nippo_chrIV.g9741.t2	Nippo_chrIV.g9741
Nippo_chrIV.g9741.t3	Nippo_chrIV.g9741
Nippo_chrIV.g9742.t1	Nippo_chrIV.g9742
Nippo_chrIV.g9743.t1	Nippo_chrIV.g9743
Nippo_chrIV.g9743.t2	Nippo_chrIV.g9743
Nippo_chrIV.g9744.t1	Nippo_chrIV.g9744
Nippo_chrIV.g9744.t2	Nippo_chrIV.g9744
Nippo_chrIV.g9745.t1	Nippo_chrIV.g9745
Nippo_chrIV.g9746.t1	Nippo_chrIV.g9746
Nippo_chrIV.g9747.t1	Nippo_chrIV.g9747
Nippo_chrIV.g9747.t2	Nippo_chrIV.g9747
Nippo_chrIV.g9748.t2	Nippo_chrIV.g9748
Nippo_chrIV.g9748.t1	Nippo_chrIV.g9748
Nippo_chrIV.g9749.t1	Nippo_chrIV.g9749
Nippo_chrIV.g9749.t2	Nippo_chrIV.g9749
Nippo_chrIV.g9749.t3	Nippo_chrIV.g9749
Nippo_chrIV.g9750.t2	Nippo_chrIV.g9750
Nippo_chrIV.g9750.t1	Nippo_chrIV.g9750
Nippo_chrIV.g9751.t1	Nippo_chrIV.g9751
Nippo_chrIV.g9751.t2	Nippo_chrIV.g9751
Nippo_chrIV.g9751.t4	Nippo_chrIV.g9751
Nippo_chrIV.g9751.t3	Nippo_chrIV.g9751
Nippo_chrIV.g9752.t1	Nippo_chrIV.g9752
Nippo_chrIV.g9753.t6	Nippo_chrIV.g9753
Nippo_chrIV.g9753.t1	Nippo_chrIV.g9753
Nippo_chrIV.g9753.t2	Nippo_chrIV.g9753
Nippo_chrIV.g9753.t3	Nippo_chrIV.g9753
Nippo_chrIV.g9753.t4	Nippo_chrIV.g9753
Nippo_chrIV.g9753.t7	Nippo_chrIV.g9753
Nippo_chrIV.g9754.t2	Nippo_chrIV.g9754
Nippo_chrIV.g9754.t1	Nippo_chrIV.g9754
Nippo_chrIV.g9753.t5	Nippo_chrIV.g9753
Nippo_chrIV.g9753.t8	Nippo_chrIV.g9753
Nippo_chrIV.g9755.t2	Nippo_chrIV.g9755
Nippo_chrIV.g9755.t1	Nippo_chrIV.g9755
Nippo_chrIV.g9756.t2	Nippo_chrIV.g9756
Nippo_chrIV.g9756.t3	Nippo_chrIV.g9756
Nippo_chrIV.g9756.t1	Nippo_chrIV.g9756
Nippo_chrIV.g9757.t1	Nippo_chrIV.g9757
Nippo_chrIV.g9758.t3	Nippo_chrIV.g9758
Nippo_chrIV.g9758.t1	Nippo_chrIV.g9758
Nippo_chrIV.g9758.t2	Nippo_chrIV.g9758
Nippo_chrIV.g9759.t1	Nippo_chrIV.g9759
Nippo_chrIV.g9760.t1	Nippo_chrIV.g9760
